#,id,Player,age,Nation_map,DF,FW,MF,Position_map,Team_map,Leag_map,90s,Gls,Ast,G+A,G-PK,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Pass,Int,Tkl+Int,Clr,Err,Sh,SoT,Dist,FK,xG,SCA,SCA90,PassLive,Sh_Sh,GCA,value
993,fabrizio_angileri_29,Fabrizio Angileri,29,11,1,0,0,3,51,3,6.5,0,0,0,0,0.1,0,0.1,4,16,14,0,12.00,9.00,8.00,3.00,1.00,8.00,5.00,1.60,19.00,10.00,0.00,3.00,0.00,23.60,0.00,0.10,5.00,0.77,3.00,0.00,2.00,2000000.00
1022,yuri_berchiche_33,Yuri Berchiche,33,10,1,0,0,3,43,3,26.7,1,1,2,1,1.3,1.4,2.7,59,179,95,0.07,56.00,32.00,28.00,20.00,8.00,37.00,25.00,40.00,96.00,59.00,1.00,28.00,7.00,20.40,0.00,1.30,59.00,2.21,47.00,3.00,2.00,2000000.00
1031,juan_brandariz_24,Juan Brandáriz,24,10,1,0,0,3,46,3,16.5,1,0,1,1,0.4,0.1,0.5,13,32,10,0.06,29.00,16.00,18.00,9.00,2.00,20.00,13.00,1.14,44.00,53.00,0.00,3.00,1.00,10.20,0.00,0.40,11.00,0.66,9.00,0.00,0.00,2000000.00
1032,darko_brasanac_31,Darko Brašanac,31,47,0,0,1,2,56,3,11.6,1,1,2,1,1.2,0.7,1.9,18,49,36,0.17,29.00,20.00,12.00,10.00,7.00,14.00,12.00,12.00,41.00,9.00,0.00,11.00,4.00,12.40,0.00,1.20,22.00,1.90,20.00,1.00,1.00,2000000.00
1038,fernando_calero_27,Fernando Calero,27,10,1,0,1,5,59,3,17.9,0,1,1,0,0.7,0.6,1.3,9,64,4,0.06,46.00,29.00,27.00,15.00,4.00,31.00,18.00,1.12,59.00,52.00,0.00,7.00,2.00,9.10,0.00,0.70,22.00,1.23,20.00,1.00,4.00,2000000.00
1078,thomas_delaney_31,Thomas Delaney,31,15,0,0,1,2,42,3,3.4,0,0,0,0,0.2,0.1,0.2,1,7,3,0,4.00,2.00,0.00,4.00,0.00,3.00,1.00,1.30,8.00,3.00,0.00,3.00,1.00,18.80,0.00,0.20,4.00,1.17,3.00,0.00,0.00,2000000.00
1099,nicolas_ezequiel_fernandez_23,Nicolás Ezequiel Fernández,23,11,1,0,1,5,57,3,5.7,0,1,1,0,0.4,0.8,1.2,21,29,53,0.18,23.00,12.00,10.00,7.00,6.00,7.00,7.00,5.00,28.00,2.00,1.00,5.00,2.00,14.70,0.00,0.40,21.00,3.67,18.00,1.00,2.00,2000000.00
1101,radamel_falcao_37,Radamel Falcao,37,35,0,1,1,4,58,3,6.8,2,0,2,1,2.1,0.1,2.2,2,14,53,0.15,4.00,4.00,1.00,3.00,0.00,5.00,4.00,1.10,6.00,10.00,0.00,20.00,4.00,16.20,0.00,2.90,10.00,1.46,7.00,1.00,0.00,2000000.00
1123,dani_garcia_33,Dani García,33,10,0,0,1,2,43,3,16.5,0,2,2,0,1.4,0.7,2.1,6,73,8,0.12,46.00,27.00,17.00,25.00,4.00,21.00,15.00,1.18,65.00,21.00,1.00,9.00,0.00,18.20,0.00,1.40,23.00,1.39,20.00,0.00,4.00,2000000.00
1140,sergi_gomez_31,Sergi Gómez,31,10,1,0,0,3,59,3,26,0,0,0,0,0.9,0.4,1.3,2,43,1,0,29.00,16.00,20.00,9.00,0.00,33.00,14.00,1.26,56.00,125.00,1.00,9.00,4.00,12.80,0.00,0.90,11.00,0.42,9.00,2.00,1.00,2000000.00
1142,giovanni_gonzalez_28,Giovanni González,28,25,1,0,0,3,54,3,10.3,0,2,2,0,0.2,1.2,1.4,10,28,39,0.19,16.00,8.00,11.00,2.00,3.00,8.00,6.00,7.00,23.00,22.00,0.00,4.00,0.00,19.00,0.00,0.20,12.00,1.17,10.00,1.00,3.00,2000000.00
1150,sergi_guardiola_32,Sergi Guardiola,32,10,0,1,0,1,44,3,5.6,0,0,0,0,1,0.1,1.2,7,3,20,0,12.00,7.00,6.00,5.00,1.00,6.00,6.00,1.10,14.00,7.00,0.00,11.00,3.00,17.70,0.00,1.00,8.00,1.43,6.00,0.00,0.00,2000000.00
1152,javier_guerra_20,Javier Guerra,20,10,0,0,1,2,53,3,6.7,1,0,1,1,0.9,1.1,2,17,30,16,0.15,16.00,13.00,7.00,4.00,5.00,8.00,7.00,11.00,27.00,9.00,0.00,15.00,6.00,20.80,0.00,0.90,18.00,2.68,12.00,1.00,0.00,2000000.00
1156,gorka_guruzeta_26,Gorka Guruzeta,26,10,0,1,0,1,43,3,15.8,6,1,7,6,6.1,1,7.1,15,37,93,0.44,24.00,20.00,6.00,12.00,6.00,23.00,21.00,1.30,28.00,8.00,0.00,51.00,17.00,12.70,2.00,6.10,39.00,2.47,29.00,6.00,2.00,2000000.00
1174,asier_illarramendi_33,Asier Illarramendi,33,10,0,0,1,2,52,3,12,1,0,1,1,0.8,0.4,1.2,10,48,24,0.08,36.00,18.00,10.00,22.00,4.00,27.00,19.00,1.17,54.00,20.00,0.00,11.00,3.00,20.50,0.00,0.80,27.00,2.26,22.00,0.00,2.00,2000000.00
1211,sergio_leon_34,Sergio León,34,10,0,1,0,1,44,3,14.8,6,1,7,5,2.3,1.2,3.5,21,22,75,0.4,6.00,4.00,0.00,4.00,2.00,6.00,6.00,0.00,6.00,4.00,0.00,26.00,15.00,16.30,0.00,3.90,26.00,1.75,17.00,3.00,3.00,2000000.00
1213,pol_lirola_26,Pol Lirola,26,10,1,0,0,3,57,3,7,1,0,1,1,0.2,0.7,0.9,21,19,35,0.14,13.00,6.00,9.00,3.00,1.00,3.00,1.00,1.60,20.00,16.00,0.00,1.00,1.00,10.50,0.00,0.20,19.00,2.72,18.00,0.00,0.00,2000000.00
1216,david_lopez_33,David López,33,10,1,0,0,3,55,3,18.4,3,1,4,3,1.5,0.6,2.1,18,54,4,0.22,31.00,18.00,17.00,13.00,1.00,29.00,10.00,1.13,45.00,64.00,1.00,11.00,8.00,16.90,0.00,1.50,11.00,0.60,10.00,0.00,2.00,2000000.00
1239,roger_marti_32,Roger Martí,32,10,0,1,0,1,57,3,7.3,0,1,1,0,0.6,0.7,1.2,8,7,50,0.14,5.00,2.00,3.00,2.00,0.00,4.00,4.00,1.00,6.00,7.00,0.00,6.00,2.00,15.60,0.00,0.60,13.00,1.79,10.00,1.00,1.00,2000000.00
1251,houboulang_mendes_25,Houboulang Mendes,25,5,1,0,0,3,46,3,9.8,0,1,1,0,0,0.3,0.3,18,18,30,0.1,19.00,11.00,16.00,3.00,0.00,12.00,10.00,7.00,26.00,23.00,1.00,1.00,0.00,23.90,0.00,0.00,9.00,0.91,6.00,0.00,1.00,2000000.00
1263,stefan_mitrovic_33,Stefan Mitrović,33,47,1,0,0,3,51,3,18.7,0,0,0,0,0.1,0,0.1,1,17,1,0,14.00,6.00,12.00,2.00,0.00,12.00,2.00,1.16,31.00,90.00,2.00,1.00,0.00,11.70,0.00,0.10,4.00,0.21,2.00,0.00,0.00,2000000.00
1296,brian_ocampo_24,Brian Ocampo,24,25,0,1,1,4,48,3,12.4,1,1,2,1,0.5,1.7,2.2,40,22,81,0.16,18.00,15.00,12.00,5.00,1.00,13.00,13.00,1.20,21.00,3.00,0.00,13.00,2.00,21.30,0.00,0.50,40.00,3.22,29.00,0.00,5.00,2000000.00
1306,goncalo_paciencia_29,Gonçalo Paciência,29,31,0,1,1,4,45,3,7.4,2,0,2,2,1.9,0.6,2.5,7,11,43,0.27,8.00,5.00,0.00,5.00,3.00,9.00,8.00,0.00,8.00,4.00,0.00,30.00,10.00,17.20,1.00,1.90,18.00,2.45,12.00,2.00,3.00,2000000.00
1334,arnau_puigmal_22,Arnau Puigmal,22,10,0,1,1,4,46,3,8.5,1,0,1,1,1.1,0.5,1.7,24,16,57,0.12,22.00,14.00,10.00,7.00,5.00,7.00,7.00,11.00,33.00,6.00,0.00,17.00,6.00,18.10,0.00,1.10,26.00,3.05,20.00,0.00,1.00,2000000.00
1344,reinier_21,Reinier,21,12,0,1,1,4,55,3,7.2,2,1,3,2,1.3,0.6,1.8,13,25,27,0.42,12.00,10.00,7.00,3.00,2.00,6.00,6.00,5.00,17.00,4.00,0.00,10.00,4.00,11.60,0.00,1.30,19.00,2.64,16.00,1.00,2.00,2000000.00
1368,fede_san_emeterio_26,Fede San Emeterio,26,10,0,0,1,2,48,3,20.5,0,1,1,0,0.3,0.8,1.1,1,45,11,0.05,41.00,22.00,23.00,16.00,2.00,34.00,20.00,1.16,58.00,28.00,0.00,6.00,1.00,18.30,0.00,0.30,18.00,0.88,15.00,2.00,2.00,2000000.00
1379,ruben_sobrino_31,Rubén Sobrino,31,10,0,1,1,4,48,3,27.4,3,2,5,3,4.9,2.3,7.2,45,46,81,0.18,55.00,37.00,29.00,17.00,9.00,33.00,30.00,1.23,79.00,20.00,1.00,33.00,12.00,13.60,0.00,4.90,53.00,1.94,39.00,4.00,5.00,2000000.00
1386,cristhian_stuani_36,Cristhian Stuani,36,25,0,1,0,1,55,3,12.1,9,0,9,4,5,1.3,6.2,2,10,26,0.33,13.00,6.00,2.00,7.00,4.00,10.00,10.00,1.10,15.00,5.00,0.00,29.00,15.00,13.00,0.00,9.70,18.00,1.48,9.00,6.00,1.00,2000000.00
1405,benat_turrientes_21,Beñat Turrientes,21,10,0,1,1,4,52,3,1.2,0,0,0,0,0,0.2,0.2,0,2,4,0,3.00,3.00,3.00,0.00,0.00,2.00,2.00,0.00,3.00,3.00,0.00,0.00,0.00,,0.00,0.00,4.00,3.40,3.00,0.00,0.00,2000000.00
1430,jawad_el_yamiq_31,Jawad El Yamiq,31,4,1,0,0,3,44,3,17.9,1,0,1,1,1.1,0.4,1.6,21,55,3,0.06,17.00,11.00,10.00,7.00,0.00,27.00,8.00,2.50,54.00,101.00,0.00,17.00,4.00,20.20,0.00,1.10,12.00,0.65,11.00,0.00,0.00,2000000.00
31,andre_ayew_33,André Ayew,33,14,0,1,1,4,15,1,3.5,0,0,0,0,0.3,0,0.3,3,11,16,0,5.00,3.00,0.00,4.00,1.00,6.00,5.00,0.00,5.00,7.00,0.00,3.00,1.00,19.30,0.00,1.00,3.00,0.86,2.00,0.00,0.00,1800000.00
33,luke_ayling_32,Luke Ayling,32,3,1,0,0,3,1,1,22.8,2,1,3,2,3.2,2,5.2,28,77,100,0.13,66.00,37.00,42.00,15.00,9.00,34.00,23.00,1.25,92.00,52.00,2.00,24.00,5.00,15.10,0.00,3.20,40.00,1.75,33.00,3.00,1.00,1800000.00
86,steve_cook_32,Steve Cook,32,3,1,0,0,3,15,1,10.6,0,0,0,0,0.1,0.6,0.7,1,19,0,0,8.00,4.00,4.00,4.00,0.00,16.00,5.00,12.00,20.00,51.00,0.00,3.00,0.00,14.20,0.00,0.10,6.00,0.56,6.00,0.00,0.00,1800000.00
608,federico_di_francesco_29,Federico Di Francesco,29,42,0,1,1,4,35,2,22.6,2,2,4,2,3.3,2.7,6,50,60,177,0.18,28.00,16.00,7.00,11.00,10.00,16.00,16.00,1.70,36.00,14.00,0.00,39.00,16.00,17.40,1.00,3.30,49.00,2.17,29.00,2.00,5.00,1800000.00
651,adolfo_gaich_24,Adolfo Gaich,24,11,0,1,0,1,21,2,8.1,2,0,2,2,2.5,0.4,2.9,6,11,33,0.25,5.00,3.00,0.00,3.00,2.00,7.00,5.00,3.00,8.00,7.00,1.00,24.00,8.00,16.80,0.00,2.50,19.00,2.36,14.00,0.00,1.00,1800000.00
705,grigoris_kastanos_25,Grigoris Kastanos,25,74,1,0,1,5,39,2,14.3,2,1,3,2,1.9,0.6,2.5,27,57,59,0.21,39.00,23.00,18.00,19.00,2.00,20.00,14.00,8.00,47.00,8.00,0.00,30.00,9.00,22.20,0.00,1.90,36.00,2.52,25.00,1.00,5.00,1800000.00
717,kevin_lasagna_31,Kevin Lasagna,31,42,0,1,1,4,21,2,17.5,1,2,3,1,6,1.7,7.7,36,19,105,0.17,12.00,6.00,7.00,3.00,2.00,17.00,16.00,1.40,17.00,13.00,0.00,52.00,11.00,18.20,0.00,6.00,39.00,2.23,25.00,4.00,3.00,1800000.00
727,luka_lochoshvili_25,Luka Lochoshvili,25,75,1,0,0,3,26,2,20.4,1,2,3,1,0.6,1.1,1.7,17,70,5,0.15,45.00,19.00,30.00,11.00,4.00,31.00,21.00,1.21,67.00,89.00,0.00,8.00,2.00,16.30,0.00,0.60,14.00,0.68,10.00,2.00,2.00,1800000.00
843,filippo_ranocchia_22,Filippo Ranocchia,22,42,0,0,1,2,33,2,5.9,1,0,1,1,1.2,0.4,1.6,13,26,15,0.17,11.00,6.00,5.00,4.00,2.00,5.00,4.00,4.00,15.00,7.00,0.00,19.00,8.00,25.20,5.00,1.20,19.00,3.23,8.00,5.00,1.00,1800000.00
933,valerio_verre_29,Valerio Verre,29,42,0,0,1,2,36,2,7.5,0,0,0,0,0.6,1.1,1.7,16,45,27,0,14.00,7.00,6.00,5.00,3.00,9.00,8.00,1.80,23.00,3.00,0.00,14.00,3.00,25.30,0.00,0.60,30.00,3.98,22.00,2.00,0.00,1800000.00
954,luca_zanimacchia_25,Luca Zanimacchia,25,42,0,1,1,4,26,2,8.3,0,0,0,0,1.2,0.9,2,22,26,70,0,21.00,13.00,11.00,6.00,4.00,9.00,9.00,1.80,30.00,5.00,0.00,19.00,4.00,19.90,2.00,1.20,33.00,3.99,19.00,3.00,0.00,1800000.00
967,filip_duricic_31,Filip Đuričić,31,47,0,1,1,4,36,2,24.1,3,0,3,3,2.7,1.9,4.6,39,77,83,0.12,43.00,22.00,18.00,20.00,5.00,19.00,13.00,1.60,50.00,8.00,0.00,26.00,12.00,18.30,1.00,2.70,69.00,2.86,45.00,3.00,3.00,1800000.00
1012,leo_baptistao_31,Léo Baptistão,31,12,0,1,1,4,46,3,19.2,5,1,6,5,4.9,1.2,6.2,38,51,83,0.31,32.00,20.00,13.00,16.00,3.00,17.00,15.00,19.00,51.00,12.00,0.00,45.00,16.00,14.90,0.00,4.90,53.00,2.77,37.00,8.00,3.00,1800000.00
1039,alexander_callens_31,Alexander Callens,31,84,1,0,0,3,55,3,1.3,0,0,0,0,0,0,0,5,6,1,0,3.00,3.00,2.00,1.00,0.00,3.00,2.00,1.00,4.00,9.00,0.00,0.00,0.00,,0.00,0.00,1.00,0.75,1.00,0.00,0.00,1800000.00
1043,ander_capa_31,Ander Capa,31,10,1,0,0,3,43,3,1.2,0,0,0,0,0,0,0,5,12,7,0,1.00,1.00,1.00,0.00,0.00,5.00,5.00,12.30,1.00,2.00,0.00,0.00,0.00,,0.00,0.00,5.00,4.17,5.00,0.00,0.00,1800000.00
1226,lisandro_magallan_29,Lisandro Magallán,29,11,1,0,0,3,57,3,10,0,0,0,0,0.6,0.1,0.7,2,16,0,0,19.00,11.00,11.00,5.00,3.00,14.00,9.00,1.12,32.00,30.00,1.00,6.00,2.00,11.20,0.00,0.60,9.00,0.90,7.00,1.00,0.00,1800000.00
1234,oscar_de_marcos_34,Óscar de Marcos,34,10,1,0,0,3,43,3,31.3,1,6,7,1,0.4,3.5,4,76,204,153,0.22,67.00,33.00,34.00,22.00,11.00,42.00,36.00,29.00,96.00,59.00,0.00,4.00,2.00,20.30,0.00,0.40,75.00,2.39,63.00,1.00,9.00,1800000.00
1293,randy_ntekja_25,Randy Ntekja,25,5,0,1,1,4,57,3,8.1,0,0,0,0,1.3,0.9,2.2,13,13,43,0,15.00,10.00,7.00,6.00,2.00,15.00,12.00,4.00,19.00,9.00,0.00,14.00,4.00,14.30,0.00,1.30,16.00,1.99,12.00,1.00,1.00,1800000.00
1335,domingos_quina_23,Domingos Quina,23,31,0,0,1,2,57,3,3.1,0,0,0,0,0.2,0.4,0.6,12,17,7,0,3.00,2.00,2.00,1.00,0.00,5.00,5.00,1.20,6.00,1.00,0.00,6.00,0.00,33.00,0.00,0.20,6.00,1.96,5.00,0.00,0.00,1800000.00
704,denso_kasius_20,Denso Kasius,20,9,1,0,0,3,25,2,3.8,0,2,2,0,0.1,0.7,0.8,9,9,21,0.53,12.00,6.00,7.00,4.00,1.00,6.00,3.00,3.00,15.00,6.00,0.00,4.00,0.00,23.90,0.00,0.10,15.00,3.94,13.00,0.00,2.00,1700000.00
827,marko_pjaca_28,Marko Pjaca,28,30,0,1,1,4,29,2,5.8,0,0,0,0,0.7,0.4,1.1,22,18,33,0,4.00,3.00,3.00,1.00,0.00,3.00,3.00,1.20,7.00,3.00,0.00,15.00,2.00,19.50,0.00,0.70,27.00,4.64,17.00,2.00,1.00,1700000.00
523,bartosz_bereszynski_31,Bartosz Bereszyński,31,22,1,0,0,3,36,2,13.3,0,0,0,0,0.1,0.1,0.2,20,44,40,0,28.00,18.00,15.00,11.00,2.00,18.00,14.00,21.00,49.00,25.00,0.00,3.00,0.00,21.40,0.00,0.10,8.00,0.60,6.00,1.00,0.00,1600000.00
150,ryan_fredericks_30,Ryan Fredericks,30,3,1,0,0,3,12,1,5.9,0,0,0,0,0,0.1,0.1,13,15,28,0,3.00,2.00,2.00,0.00,1.00,7.00,5.00,1.00,4.00,27.00,0.00,0.00,0.00,,0.00,0.00,5.00,0.84,4.00,0.00,1.00,1500000.00
217,mathias_jorgensen_33,Mathias Jørgensen,33,15,1,0,0,3,7,1,12.3,0,0,0,0,0.9,0.2,1.1,1,35,1,0,17.00,8.00,9.00,8.00,0.00,19.00,7.00,16.00,33.00,39.00,1.00,5.00,1.00,7.80,0.00,0.90,9.00,0.73,5.00,0.00,1.00,1500000.00
293,james_milner_37,James Milner,37,3,1,0,1,5,10,1,10.1,0,1,1,0,0.4,0.9,1.3,21,70,78,0.1,26.00,16.00,11.00,11.00,4.00,14.00,12.00,12.00,38.00,15.00,0.00,7.00,1.00,17.90,0.00,0.40,36.00,3.56,27.00,2.00,3.00,1500000.00
303,joao_moutinho_36,João Moutinho,36,31,0,0,1,2,6,1,19.8,0,2,2,0,1.3,2.6,3.9,23,132,32,0.1,51.00,30.00,24.00,21.00,6.00,22.00,16.00,1.17,69.00,20.00,0.00,16.00,3.00,18.40,3.00,1.30,66.00,3.34,49.00,2.00,3.00,1500000.00
367,salomon_rondon_33,Salomón Rondón,33,53,0,1,0,1,17,1,1.2,0,0,0,0,0.8,0.2,1,0,1,7,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,19.30,0.00,0.80,4.00,3.30,4.00,0.00,0.00,1500000.00
485,jean_daniel_akpa_akpro_30,Jean-Daniel Akpa-Akpro,30,19,0,1,1,4,29,2,15.1,1,1,2,1,1.5,1,2.4,19,39,37,0.13,53.00,37.00,25.00,19.00,9.00,35.00,31.00,1.12,66.00,27.00,0.00,14.00,5.00,19.50,0.00,1.50,28.00,1.86,18.00,2.00,5.00,1500000.00
520,marco_benassi_28,Marco Benassi,28,42,1,0,0,3,31,2,1,0,0,0,0,0,0.1,0.1,0,9,6,0,3.00,3.00,2.00,0.00,1.00,0.00,0.00,1.00,4.00,1.00,0.00,0.00,0.00,,0.00,0.00,1.00,0.97,1.00,0.00,0.00,1500000.00
537,leonardo_bonucci_36,Leonardo Bonucci,36,42,1,0,0,3,37,2,9.8,1,0,1,1,0.3,0.2,0.5,2,28,1,0.1,5.00,4.00,1.00,4.00,0.00,12.00,4.00,1.12,18.00,29.00,0.00,4.00,1.00,12.00,0.00,1.10,9.00,0.92,7.00,1.00,1.00,1500000.00
553,luca_caldirola_32,Luca Caldirola,32,42,1,0,0,3,33,2,26.1,2,0,2,2,1.1,0.5,1.6,12,63,13,0.08,26.00,14.00,19.00,4.00,3.00,32.00,14.00,1.24,51.00,66.00,1.00,10.00,4.00,10.90,0.00,1.10,12.00,0.46,12.00,0.00,1.00,1500000.00
558,antonio_candreva_36,Antonio Candreva,36,42,1,0,1,5,39,2,30.3,7,4,11,7,3.7,4.7,8.3,71,135,171,0.36,17.00,7.00,13.00,2.00,2.00,7.00,4.00,1.16,34.00,32.00,0.00,46.00,20.00,22.20,3.00,3.70,99.00,3.27,67.00,5.00,11.00,1500000.00
560,francesco_caputo_36,Francesco Caputo,36,42,0,1,0,1,36,2,12.2,1,0,1,1,1.9,0.5,2.4,6,11,76,0.08,3.00,1.00,0.00,0.00,3.00,0.00,0.00,12.31,4.00,3.00,0.00,19.00,5.00,14.80,0.00,1.90,23.00,1.89,17.00,3.00,1.00,1500000.00
567,federico_ceccherini_31,Federico Ceccherini,31,42,1,0,0,3,21,2,15.7,2,0,2,2,0.8,0.2,1,25,53,20,0.13,25.00,19.00,15.00,9.00,1.00,17.00,7.00,19.00,44.00,55.00,0.00,7.00,2.00,15.00,0.00,0.80,19.00,1.20,13.00,0.00,2.00,1500000.00
586,domen_crnigoj_27,Domen Črnigoj,27,64,0,0,1,2,39,2,3.3,0,0,0,0,0.1,0.4,0.5,2,3,9,0,8.00,3.00,0.00,7.00,1.00,9.00,8.00,9.00,17.00,6.00,0.00,1.00,0.00,6.90,0.00,0.10,6.00,1.83,4.00,1.00,0.00,1500000.00
590,danilo_d'ambrosio_34,Danilo D'Ambrosio,34,42,1,0,0,3,23,2,8.1,0,2,2,0,0.3,0.7,0.9,8,34,17,0.25,25.00,17.00,17.00,7.00,1.00,12.00,8.00,10.00,35.00,17.00,0.00,3.00,2.00,8.40,0.00,0.30,17.00,2.09,14.00,1.00,2.00,1500000.00
600,gregoire_defrel_32,Grégoire Defrel,32,67,0,1,0,1,30,2,13,2,1,3,2,3.5,0.5,4,11,10,75,0.23,9.00,7.00,5.00,2.00,2.00,11.00,11.00,2.00,11.00,5.00,0.00,16.00,10.00,11.80,0.00,3.50,16.00,1.23,14.00,1.00,1.00,1500000.00
632,mikael_ellertsson_21,Mikael Ellertsson,21,68,1,0,1,5,27,2,1.9,0,0,0,0,0.1,0,0.2,3,3,4,0,4.00,2.00,1.00,3.00,0.00,2.00,1.00,1.10,6.00,0.00,0.00,2.00,0.00,21.80,0.00,0.10,5.00,2.65,2.00,1.00,0.00,1500000.00
668,norbert_gyomber_31,Norbert Gyömbér,31,36,1,0,0,3,39,2,19.3,0,1,1,0,0.7,0.6,1.4,5,45,2,0.05,32.00,23.00,25.00,6.00,1.00,33.00,11.00,35.00,67.00,92.00,0.00,8.00,0.00,12.90,0.00,0.70,11.00,0.57,8.00,1.00,3.00,1500000.00
684,ajdin_hrustic_27,Ajdin Hrustic,27,56,0,0,1,2,21,2,2.5,0,0,0,0,0.3,0.6,0.9,7,8,12,0,2.00,1.00,1.00,1.00,0.00,2.00,2.00,0.00,2.00,2.00,1.00,3.00,0.00,19.40,0.00,0.30,7.00,2.79,6.00,0.00,1.00,1500000.00
700,yayah_kallon_22,Yayah Kallon,22,73,0,1,1,4,21,2,9.6,1,1,2,1,1.7,1.5,3.2,33,22,64,0.21,14.00,10.00,5.00,4.00,5.00,10.00,10.00,1.70,22.00,5.00,0.00,20.00,6.00,19.40,0.00,1.70,30.00,3.14,24.00,1.00,2.00,1500000.00
711,viktor_kovalenko_27,Viktor Kovalenko,27,50,0,0,1,2,27,2,6.1,0,0,0,0,1.6,0.6,2.2,4,22,28,0,9.00,5.00,1.00,6.00,2.00,11.00,9.00,1.30,13.00,7.00,0.00,11.00,1.00,15.40,1.00,1.60,12.00,1.97,10.00,0.00,1.00,1500000.00
808,pedro_36,Pedro,36,10,0,1,0,1,32,2,21.1,4,3,7,4,3.4,2.6,6.1,64,52,144,0.33,35.00,24.00,14.00,10.00,11.00,18.00,16.00,6.00,41.00,4.00,1.00,42.00,16.00,19.30,0.00,3.40,53.00,2.52,36.00,6.00,7.00,1500000.00
813,pepin_27,Pepín,27,80,0,0,1,2,33,2,12.5,0,2,2,0,0.5,1.5,2,19,74,28,0.16,28.00,19.00,10.00,11.00,7.00,14.00,11.00,13.00,41.00,17.00,0.00,10.00,3.00,23.20,1.00,0.50,23.00,1.84,22.00,0.00,3.00,1500000.00
870,nicola_sansone_31,Nicola Sansone,31,42,0,1,0,1,25,2,8.2,4,2,6,4,2.8,1,3.7,17,13,72,0.73,12.00,4.00,6.00,4.00,2.00,0.00,0.00,0.00,12.00,4.00,0.00,22.00,8.00,18.00,2.00,2.80,31.00,3.77,19.00,2.00,7.00,1500000.00
903,ibrahim_sulemana_20,Ibrahim Sulemana,20,14,0,0,1,2,21,2,7.2,0,0,0,0,0.3,0.2,0.6,4,18,5,0,19.00,13.00,10.00,7.00,2.00,8.00,6.00,1.13,33.00,15.00,0.00,9.00,3.00,24.40,0.00,0.30,13.00,1.79,11.00,0.00,0.00,1500000.00
906,benjamin_tahirovic_20,Benjamin Tahirovic,20,23,0,0,1,2,22,2,3.9,0,0,0,0,0,0.2,0.2,0,9,3,0,8.00,5.00,5.00,2.00,1.00,9.00,5.00,3.00,11.00,3.00,0.00,0.00,0.00,,0.00,0.00,6.00,1.53,6.00,0.00,0.00,1500000.00
909,filippo_terracciano_20,Filippo Terracciano,20,42,1,0,1,5,21,2,9.1,0,1,1,0,0.2,1.2,1.4,16,37,24,0.11,20.00,13.00,11.00,7.00,2.00,7.00,3.00,10.00,30.00,14.00,0.00,5.00,3.00,23.30,0.00,0.20,14.00,1.53,9.00,1.00,2.00,1500000.00
926,mattia_valoti_29,Mattia Valoti,29,42,0,1,1,4,33,2,5,0,0,0,0,0.2,0.1,0.2,7,16,9,0,17.00,10.00,7.00,9.00,1.00,13.00,10.00,1.20,20.00,6.00,0.00,2.00,1.00,9.00,0.00,0.20,7.00,1.39,4.00,0.00,0.00,1500000.00
976,tomas_alarcon_24,Tomás Alarcón,24,70,0,0,1,2,48,3,2.5,0,0,0,0,0,0.1,0.1,2,9,6,0,3.00,2.00,0.00,2.00,1.00,1.00,1.00,2.00,5.00,2.00,0.00,2.00,1.00,36.40,0.00,0.00,4.00,1.61,2.00,0.00,0.00,1500000.00
983,angel_algobia_24,Ángel Algobia,24,10,0,0,1,2,51,3,12.6,0,0,0,0,0.3,0.6,0.9,10,42,11,0,27.00,13.00,14.00,13.00,0.00,15.00,10.00,1.20,30.00,11.00,0.00,7.00,1.00,24.90,0.00,0.30,16.00,1.27,13.00,2.00,1.00,1500000.00
1017,rodrigo_battaglia_32,Rodrigo Battaglia,32,11,0,0,1,2,54,3,7.6,0,0,0,0,0.2,0,0.2,3,19,3,0,12.00,5.00,7.00,5.00,0.00,16.00,9.00,5.00,17.00,18.00,0.00,2.00,0.00,18.00,0.00,0.20,4.00,0.53,3.00,0.00,0.00,1500000.00
1045,isaac_carcelen_30,Isaac Carcelen,30,10,1,0,0,3,48,3,24.4,0,1,1,0,0.2,1.3,1.6,33,85,62,0.04,69.00,51.00,41.00,22.00,6.00,35.00,24.00,1.18,88.00,80.00,1.00,7.00,1.00,27.90,3.00,0.20,43.00,1.76,27.00,1.00,2.00,1500000.00
1056,pep_chavarria_25,Pep Chavarría,25,10,0,1,1,4,58,3,4.1,0,2,2,0,0.1,0.7,0.8,13,19,25,0.49,6.00,4.00,2.00,1.00,3.00,8.00,8.00,1.10,8.00,8.00,0.00,2.00,0.00,18.20,0.00,0.10,19.00,4.68,15.00,0.00,2.00,1500000.00
1061,carlos_clerc_31,Carlos Clerc,31,10,1,0,1,5,57,3,29.3,0,1,1,0,0.6,2.1,2.7,51,107,91,0.03,75.00,51.00,55.00,16.00,4.00,29.00,22.00,1.27,103.00,94.00,1.00,9.00,3.00,17.90,0.00,0.60,41.00,1.40,31.00,2.00,4.00,1500000.00
