,#,id,Player,age,Nation_map,DF,FW,MF,Position_map,Team_map,Leag_map,90s,Gls,Ast,G+A,G-PK,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Pass,Int,Tkl+Int,Clr,Err,Sh,SoT,Dist,FK,xG,SCA,SCA90,PassLive,Sh_Sh,GCA,value,value_log,estimated_value_log,diff_log,estimated_value,diff,absolute_diff
979,937,gonzalo_villar_25,Gonzalo Villar,25,10,0,0,1,2,36,2,7.7,0,0,0,0,0.0,0.0,0.0,9,26,2,0.0,13.0,7.0,4.0,8.0,1.0,11.0,8.0,1.3,17.0,9.0,1.0,1.0,0.0,26.1,0.0,0.0,9.0,1.17,7.0,0.0,0.0,2800000,14.845129975145433,14.68037359500513,0.16475638014030203,2374680.82039077,425319.1796092298,425319.1796092298
980,1026,lautaro_blanco_24,Lautaro Blanco,24,11,1,0,1,5,57,3,9.7,0,2,2,0,0.0,1.5,1.6,41,28,76,0.21,16.0,9.0,10.0,4.0,2.0,8.0,7.0,1.1,18.0,10.0,1.0,1.0,1.0,21.7,0.0,0.0,23.0,2.37,17.0,0.0,2.0,2800000,14.845129975145433,14.62214449413718,0.22298548100825322,2240354.1054713866,559645.8945286134,559645.8945286134
981,672,abdou_harroui_25,Abdou Harroui,25,9,0,0,1,2,30,2,7.2,2,0,2,2,1.5,0.3,1.8,21,36,32,0.28,17.0,6.0,6.0,7.0,4.0,6.0,5.0,2.0,19.0,10.0,0.0,14.0,4.0,23.4,0.0,1.5,15.0,2.09,15.0,0.0,1.0,2700000,14.808762330974558,15.172078407890535,-0.3633160769159769,3882843.903340872,-1182843.903340872,1182843.903340872
982,877,demba_seck_22,Demba Seck,22,40,0,1,1,4,28,2,5.8,0,0,0,0,0.6,0.6,1.2,29,17,42,0.0,5.0,2.0,3.0,2.0,0.0,3.0,2.0,1.0,6.0,1.0,0.0,10.0,3.0,16.0,0.0,0.6,14.0,2.42,12.0,0.0,1.0,2700000,14.808762330974558,14.898340938769232,-0.08957860779467453,2953025.9216752592,-253025.92167525925,253025.92167525925
983,52,willy_boly_32,Willy Boly,32,19,1,0,0,3,15,1,7.6,0,1,1,0,0.0,0.2,0.2,1,12,0,0.13,13.0,6.0,8.0,3.0,2.0,13.0,9.0,12.0,25.0,45.0,0.0,2.0,1.0,16.7,0.0,0.0,5.0,0.66,5.0,0.0,1.0,2500000,14.73180128983843,14.942471865707493,-0.21067057586906301,3086264.03032798,-586264.0303279799,586264.0303279799
984,204,pontus_jansson_32,Pontus Jansson,32,37,1,0,0,3,7,1,8.0,1,0,1,1,0.3,0.0,0.3,1,14,0,0.12,5.0,3.0,4.0,1.0,0.0,13.0,4.0,9.0,14.0,38.0,0.0,4.0,2.0,9.9,0.0,0.3,2.0,0.25,1.0,1.0,1.0,2500000,14.73180128983843,14.79118037985354,-0.05937909001510988,2652943.615683585,-152943.61568358494,152943.61568358494
985,289,nampalys_mendy_31,Nampalys Mendy,31,40,0,0,1,2,9,1,8.4,1,0,1,1,0.1,0.0,0.2,2,28,4,0.12,13.0,9.0,7.0,6.0,0.0,20.0,16.0,13.0,26.0,2.0,0.0,2.0,1.0,21.1,0.0,0.1,9.0,1.07,5.0,0.0,0.0,2500000,14.73180128983843,15.091657145189378,-0.3598558553509488,3582807.0567120467,-1082807.0567120467,1082807.0567120467
986,438,jamie_vardy_36,Jamie Vardy,36,3,0,1,0,1,9,1,20.6,3,4,7,3,5.9,1.4,7.3,16,14,101,0.34,10.0,5.0,4.0,3.0,3.0,17.0,14.0,1.1,12.0,30.0,0.0,27.0,13.0,12.3,0.0,6.7,34.0,1.65,23.0,3.0,7.0,2500000,14.73180128983843,14.895982374984206,-0.1641810851457759,2946069.228806986,-446069.228806986,446069.228806986
987,530,kristijan_bistrovic_25,Kristijan Bistrović,25,30,0,0,1,2,35,2,5.1,0,0,0,0,0.3,0.4,0.7,4,16,8,0.0,3.0,1.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,4.0,0.0,8.0,1.0,24.4,4.0,0.3,10.0,1.95,3.0,0.0,0.0,2500000,14.73180128983843,14.742857928991622,-0.011056639153192549,2527794.974224086,-27794.97422408592,27794.97422408592
988,531,alexis_blin_26,Alexis Blin,26,5,0,0,1,2,35,2,26.4,1,0,1,1,2.8,1.1,3.9,13,101,32,0.04,69.0,39.0,27.0,33.0,9.0,55.0,40.0,2.2,103.0,74.0,0.0,22.0,4.0,12.9,0.0,2.8,42.0,1.59,34.0,4.0,1.0,2500000,14.73180128983843,15.299585791634135,-0.567784501795705,4410884.488657553,-1910884.4886575527,1910884.4886575527
989,534,giacomo_bonaventura_34,Giacomo Bonaventura,34,42,0,0,1,2,31,2,21.2,5,1,6,5,4.3,3.1,7.4,64,102,91,0.28,35.0,23.0,14.0,15.0,6.0,14.0,14.0,1.15,51.0,5.0,1.0,49.0,14.0,19.6,2.0,4.3,78.0,3.68,51.0,7.0,8.0,2500000,14.73180128983843,14.639291737069092,0.09250955276933759,2279101.2555785733,220898.74442142667,220898.74442142667
990,545,dylan_bronn_28,Dylan Bronn,28,65,1,0,0,3,39,2,18.7,0,0,0,0,0.7,0.4,1.0,10,70,5,0.0,34.0,18.0,17.0,16.0,1.0,32.0,12.0,20.0,54.0,58.0,1.0,8.0,1.0,15.8,0.0,0.7,14.0,0.75,12.0,2.0,2.0,2500000,14.73180128983843,15.047467974625475,-0.31566668478704507,3427932.8664505635,-927932.8664505635,927932.8664505635
991,549,juan_cabal_22,Juan Cabal,22,35,1,0,0,3,21,2,4.9,0,0,0,0,0.0,0.3,0.3,4,17,8,0.0,10.0,6.0,7.0,3.0,0.0,8.0,3.0,13.0,23.0,12.0,0.0,1.0,1.0,32.6,0.0,0.0,8.0,1.62,7.0,0.0,0.0,2500000,14.73180128983843,14.876077065098757,-0.14427577526032742,2888006.602275619,-388006.6022756188,388006.6022756188
992,568,assan_ceesay_29,Assan Ceesay,29,62,0,1,0,1,35,2,20.1,6,0,6,5,4.3,0.8,5.1,21,16,111,0.25,23.0,18.0,7.0,8.0,8.0,15.0,13.0,1.2,26.0,24.0,0.0,41.0,10.0,14.7,0.0,5.1,37.0,1.84,25.0,3.0,6.0,2500000,14.73180128983843,15.309233386820363,-0.5774320969819335,4453644.85229307,-1953644.8522930704,1953644.8522930704
993,569,emil_ceide_21,Emil Ceide,21,7,0,1,0,1,30,2,5.7,0,1,1,0,0.8,1.3,2.1,37,19,47,0.17,5.0,2.0,5.0,0.0,0.0,3.0,2.0,1.0,6.0,0.0,0.0,10.0,3.0,15.7,0.0,0.8,19.0,3.33,15.0,0.0,3.0,2500000,14.73180128983843,15.09625974320719,-0.36445845336876026,3599335.284586201,-1099335.284586201,1099335.284586201
994,591,luca_d'andrea_18,Luca D'Andrea,18,42,0,1,0,1,30,2,3.5,0,1,1,0,0.3,0.8,1.1,11,9,29,0.28,4.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,0.0,7.0,3.0,17.0,0.0,0.3,16.0,4.56,12.0,1.0,1.0,2500000,14.73180128983843,15.00185912880187,-0.2700578389634405,3275100.5497760163,-775100.5497760163,775100.5497760163
995,629,tyronne_ebuehi_27,Tyronne Ebuehi,27,17,1,0,0,3,29,2,21.4,2,4,6,2,3.1,1.9,5.0,31,41,42,0.28,22.0,14.0,11.0,7.0,4.0,23.0,11.0,12.0,34.0,79.0,1.0,19.0,4.0,10.9,0.0,3.1,29.0,1.36,22.0,1.0,4.0,2500000,14.73180128983843,15.30747781372206,-0.5756765238836312,4445833.012335396,-1945833.0123353964,1945833.0123353964
996,630,kingsley_ehizibue_28,Kingsley Ehizibue,28,9,1,0,0,3,34,2,17.1,2,0,2,2,2.0,0.9,3.0,29,40,69,0.12,47.0,31.0,28.0,13.0,6.0,21.0,18.0,1.9,57.0,42.0,1.0,13.0,6.0,15.1,0.0,2.0,31.0,1.82,22.0,5.0,3.0,2500000,14.73180128983843,15.15780254953144,-0.4260012596930096,3827806.7596915006,-1327806.7596915006,1327806.7596915006
997,653,antonino_gallo_23,Antonino Gallo,23,42,1,0,0,3,35,2,27.6,0,1,1,0,0.6,1.9,2.6,71,154,65,0.04,56.0,36.0,35.0,12.0,9.0,37.0,31.0,13.0,69.0,71.0,0.0,10.0,2.0,25.8,0.0,0.6,64.0,2.32,50.0,1.0,1.0,2500000,14.73180128983843,15.405861089348592,-0.6740597995101627,4905468.147529357,-2405468.147529357,2405468.147529357
998,674,liam_henderson_27,Liam Henderson,27,2,0,0,1,2,29,2,11.2,0,1,1,0,0.5,1.4,1.9,11,38,38,0.09,13.0,10.0,6.0,5.0,2.0,10.0,8.0,1.9,23.0,10.0,0.0,12.0,5.0,23.5,1.0,0.5,33.0,2.95,30.0,1.0,1.0,2500000,14.73180128983843,15.029669335985108,-0.2978680461466787,3367460.0910458746,-867460.0910458746,867460.0910458746
999,720,darko_lazovic_32,Darko Lazović,32,47,1,0,1,5,21,2,24.9,4,5,9,4,3.6,6.4,10.0,72,81,167,0.36,24.0,13.0,9.0,12.0,3.0,14.0,11.0,16.0,40.0,19.0,0.0,43.0,14.0,18.8,4.0,3.6,67.0,2.69,46.0,2.0,5.0,2500000,14.73180128983843,15.230810911272494,-0.49900962143406424,4117723.051998612,-1617723.051998612,1617723.051998612
1000,723,mehdi_leris_25,Mehdi Léris,25,6,1,0,1,5,36,2,27.3,1,1,2,1,3.4,1.8,5.2,56,62,165,0.07,63.0,46.0,30.0,24.0,9.0,38.0,32.0,1.26,90.0,34.0,0.0,30.0,12.0,12.8,0.0,3.4,50.0,1.83,40.0,4.0,4.0,2500000,14.73180128983843,15.386204760849537,-0.6544034710111077,4809986.14129209,-2309986.1412920896,2309986.1412920896
1001,734,jose_luis_palomino_33,José Luis Palomino,33,11,1,0,0,3,38,2,8.4,1,0,1,1,0.5,0.3,0.8,3,29,3,0.12,23.0,14.0,16.0,7.0,0.0,11.0,7.0,28.0,51.0,20.0,0.0,6.0,3.0,12.6,0.0,0.5,9.0,1.07,7.0,1.0,2.0,2500000,14.73180128983843,14.116140610972364,0.6156606788660657,1350709.5581590517,1149290.4418409483,1149290.4418409483
1002,757,adam_masina_29,Adam Masina,29,4,1,0,0,3,34,2,8.8,2,0,2,2,0.1,0.2,0.3,4,24,6,0.23,10.0,7.0,7.0,3.0,0.0,11.0,7.0,10.0,20.0,28.0,1.0,2.0,2.0,12.3,0.0,0.1,5.0,0.57,5.0,0.0,0.0,2500000,14.73180128983843,14.519966371073561,0.21183491876486826,2022745.6337035922,477254.36629640777,477254.36629640777
1003,821,giuseppe_pezzella_25,Giuseppe Pezzella,25,42,1,0,0,3,35,2,10.2,0,1,1,0,0.1,0.6,0.7,28,65,48,0.1,21.0,9.0,16.0,2.0,3.0,11.0,8.0,1.7,29.0,31.0,1.0,4.0,0.0,20.7,0.0,0.1,17.0,1.66,14.0,0.0,3.0,2500000,14.73180128983843,15.00932447878552,-0.2775231889470895,3299641.812191649,-799641.8121916489,799641.8121916489
1004,834,ignacio_pussetto_27,Ignacio Pussetto,27,11,1,0,1,5,36,2,1.7,0,0,0,0,0.2,0.2,0.3,2,1,17,0.0,6.0,3.0,2.0,3.0,1.0,4.0,4.0,0.0,6.0,3.0,0.0,2.0,2.0,14.2,0.0,0.2,2.0,1.18,2.0,0.0,0.0,2500000,14.73180128983843,14.339907666030143,0.3918936238082864,1689439.991535571,810560.0084644291,810560.0084644291
1005,842,luca_ranieri_24,Luca Ranieri,24,42,1,0,0,3,31,2,5.6,0,0,0,0,0.1,0.1,0.2,4,11,0,0.0,9.0,4.0,6.0,3.0,0.0,5.0,2.0,11.0,20.0,15.0,1.0,1.0,0.0,5.9,0.0,0.1,4.0,0.71,4.0,0.0,0.0,2500000,14.73180128983843,14.791282040520635,-0.05948075068220504,2653213.3294107276,-153213.3294107276,153213.3294107276
1006,863,abdelhamid_sabiri_26,Abdelhamid Sabiri,26,4,0,1,1,4,36,2,11.9,2,0,2,1,1.4,1.4,2.8,7,49,54,0.08,18.0,7.0,5.0,9.0,4.0,18.0,14.0,2.0,20.0,5.0,0.0,31.0,9.0,25.5,8.0,3.0,41.0,3.45,22.0,4.0,0.0,2500000,14.73180128983843,14.877207758442541,-0.14540646860411144,2891273.8989248085,-391273.8989248085,391273.8989248085
1007,893,roberto_soriano_32,Roberto Soriano,32,42,0,1,1,4,25,2,14.7,1,3,4,1,0.6,2.5,3.1,30,56,66,0.27,31.0,16.0,9.0,16.0,6.0,23.0,21.0,6.0,37.0,14.0,0.0,13.0,2.0,20.3,0.0,0.6,45.0,3.06,35.0,2.0,3.0,2500000,14.73180128983843,14.580025509037302,0.15177578080112752,2147952.2599984547,352047.7400015453,352047.7400015453
1008,919,william_troost_ekong_29,William Troost-Ekong,29,17,1,0,0,3,39,2,4.9,1,0,1,1,0.7,0.0,0.7,1,6,0,0.2,11.0,3.0,7.0,4.0,0.0,7.0,3.0,1.5,17.0,10.0,0.0,2.0,1.0,9.0,0.0,0.7,1.0,0.2,1.0,0.0,1.0,2500000,14.73180128983843,14.562714086385835,0.16908720345259454,2111088.1562620723,388911.84373792773,388911.84373792773
1009,978,raul_albiol_37,Raúl Albiol,37,10,1,0,0,3,50,3,23.5,0,0,0,0,0.1,0.0,0.1,12,100,3,0.0,25.0,17.0,17.0,6.0,2.0,17.0,4.0,14.0,39.0,111.0,0.0,2.0,1.0,25.2,0.0,0.1,12.0,0.51,12.0,0.0,0.0,2500000,14.73180128983843,14.255973555540082,0.47582773429834724,1553426.2846395385,946573.7153604615,946573.7153604615
1010,992,marcos_andre_26,Marcos André,26,12,0,1,1,4,53,3,5.0,1,0,1,1,1.3,0.4,1.8,2,7,20,0.2,4.0,1.0,1.0,1.0,2.0,4.0,3.0,0.0,4.0,0.0,0.0,17.0,2.0,14.6,0.0,1.5,12.0,2.42,8.0,1.0,0.0,2500000,14.73180128983843,14.915180275965714,-0.1833789861272841,3003173.9658265244,-503173.9658265244,503173.9658265244
1011,1037,leandro_cabrera_32,Leandro Cabrera,32,25,1,0,0,3,59,3,29.7,0,1,1,0,2.3,1.5,3.7,13,95,8,0.03,46.0,24.0,34.0,12.0,0.0,37.0,14.0,43.0,89.0,114.0,2.0,23.0,6.0,11.2,0.0,2.3,35.0,1.18,26.0,6.0,3.0,2500000,14.73180128983843,14.908734056763944,-0.17693276692551407,2983877.110841658,-483877.11084165797,483877.11084165797
1012,1059,victor_chust_23,Víctor Chust,23,10,1,0,0,3,48,3,10.7,1,0,1,1,0.9,0.0,1.0,4,22,2,0.09,9.0,6.0,7.0,2.0,0.0,8.0,5.0,1.9,19.0,53.0,0.0,2.0,2.0,7.0,0.0,0.9,5.0,0.47,4.0,0.0,0.0,2500000,14.73180128983843,14.612378320447842,0.1194229693905875,2218580.911605235,281419.0883947648,281419.0883947648
1013,1073,juan_cruz_armada_31,Juan Cruz Armada,31,10,1,0,0,3,56,3,22.9,0,0,0,0,0.2,1.0,1.3,15,68,55,0.0,24.0,14.0,17.0,4.0,3.0,21.0,13.0,13.0,37.0,58.0,0.0,2.0,0.0,16.0,0.0,0.2,39.0,1.7,31.0,1.0,3.0,2500000,14.73180128983843,14.63508840820546,0.09671288163296943,2269541.548858502,230458.45114149805,230458.45114149805
1014,1093,adri_embarba_31,Adri Embarba,31,10,0,1,1,4,46,3,16.4,4,3,7,3,3.1,3.4,6.4,62,47,115,0.37,50.0,27.0,21.0,26.0,3.0,23.0,23.0,9.0,59.0,9.0,0.0,47.0,19.0,23.9,13.0,3.8,62.0,3.79,29.0,2.0,9.0,2500000,14.73180128983843,15.281957359708295,-0.5501560698698658,4333808.86887639,-1833808.8688763902,1833808.8688763902
1015,1102,fali_30,Fali,30,10,1,0,1,5,48,3,19.0,0,0,0,0,0.6,0.2,0.8,9,56,10,0.0,27.0,19.0,19.0,8.0,0.0,24.0,9.0,1.12,40.0,70.0,1.0,9.0,0.0,16.6,0.0,0.6,11.0,0.58,9.0,0.0,1.0,2500000,14.73180128983843,14.810283188480405,-0.07848189864197508,2704109.439409576,-204109.4394095759,204109.4394095759
1016,1107,kiko_femenia_32,Kiko Femenía,32,10,1,0,0,3,50,3,12.6,0,0,0,0,0.1,0.7,0.7,36,66,47,0.0,18.0,9.0,14.0,3.0,1.0,15.0,9.0,20.0,38.0,22.0,0.0,2.0,0.0,23.7,0.0,0.1,24.0,1.9,23.0,0.0,0.0,2500000,14.73180128983843,14.679601667306434,0.052199622531995615,2372848.445811281,127151.55418871902,127151.55418871902
1017,1115,dimitri_foulquier_30,Dimitri Foulquier,30,5,1,0,0,3,53,3,19.3,0,2,2,0,0.2,1.7,1.8,51,70,84,0.1,31.0,19.0,17.0,8.0,6.0,19.0,16.0,14.0,45.0,40.0,0.0,3.0,0.0,13.3,0.0,0.2,29.0,1.5,25.0,2.0,2.0,2500000,14.73180128983843,15.073769463376863,-0.341968173538433,3519288.73549517,-1019288.7354951701,1019288.7354951701
1018,1128,raul_garcia_37,Raúl García,37,10,0,1,1,4,43,3,10.7,2,3,5,2,5.2,1.1,6.3,12,38,62,0.47,12.0,8.0,3.0,4.0,5.0,13.0,12.0,1.5,18.0,9.0,0.0,52.0,14.0,14.6,0.0,5.2,33.0,3.07,18.0,10.0,7.0,2500000,14.73180128983843,14.390089594001191,0.3417116958372386,1776382.5764456547,723617.4235543453,723617.4235543453
1019,1130,unai_garcia_31,Unai García,31,10,1,0,0,3,56,3,19.0,0,1,1,0,0.2,0.1,0.3,11,51,3,0.05,23.0,13.0,13.0,8.0,2.0,23.0,9.0,1.18,42.0,60.0,2.0,5.0,2.0,12.8,0.0,0.2,6.0,0.32,5.0,0.0,1.0,2500000,14.73180128983843,14.702102548826634,0.029698741011795704,2426844.832574568,73155.16742543178,73155.16742543178
1020,1144,jose_gragera_23,José Gragera,23,10,1,0,1,5,59,3,5.1,1,0,1,1,0.7,0.0,0.7,0,11,3,0.2,19.0,9.0,11.0,6.0,2.0,10.0,6.0,7.0,26.0,18.0,0.0,4.0,1.0,11.6,0.0,0.7,2.0,0.39,1.0,1.0,1.0,2500000,14.73180128983843,14.713773615249664,0.018027674588765308,2455334.62957934,44665.37042065989,44665.37042065989
1021,1153,ander_guevara_26,Ander Guevara,26,10,0,0,1,2,52,3,2.5,0,0,0,0,0.0,0.7,0.7,4,15,3,0.0,5.0,2.0,2.0,2.0,1.0,6.0,5.0,1.1,7.0,3.0,0.0,1.0,0.0,23.7,0.0,0.0,7.0,2.85,7.0,0.0,0.0,2500000,14.73180128983843,14.886999653796405,-0.15519836395797526,2919724.013335063,-419724.0133350631,419724.0133350631
1022,1157,raul_guti_26,Raúl Guti,26,10,0,0,1,2,57,3,12.4,0,0,0,0,1.6,0.1,1.7,4,32,17,0.0,18.0,12.0,8.0,9.0,1.0,10.0,7.0,1.7,26.0,6.0,0.0,20.0,8.0,18.9,0.0,1.6,16.0,1.32,13.0,2.0,2.0,2500000,14.73180128983843,14.711845254135257,0.019956035703172503,2450604.4199987147,49395.5800012853,49395.5800012853
1023,1164,javi_hernandez_25,Javi Hernández,25,10,1,0,0,3,55,3,12.4,1,2,3,1,1.3,0.9,2.2,41,78,25,0.24,21.0,12.0,12.0,7.0,2.0,10.0,5.0,1.6,28.0,38.0,0.0,16.0,6.0,21.1,0.0,1.3,24.0,1.94,20.0,3.0,3.0,2500000,14.73180128983843,15.374306224592852,-0.642504934754422,4753093.487660741,-2253093.4876607414,2253093.4876607414
1024,1168,ander_herrera_34,Ander Herrera,34,10,0,0,1,2,43,3,7.7,0,1,1,0,0.5,0.9,1.4,8,40,14,0.13,18.0,10.0,8.0,7.0,3.0,12.0,9.0,11.0,29.0,12.0,0.0,10.0,1.0,20.9,2.0,0.5,23.0,2.97,20.0,1.0,1.0,2500000,14.73180128983843,14.329354050484579,0.40244723935385096,1671704.0451742841,828295.9548257159,828295.9548257159
1025,1204,toni_lato_25,Toni Lato,25,10,1,0,1,5,53,3,10.2,1,0,1,1,0.8,0.9,1.8,18,40,47,0.1,23.0,11.0,9.0,12.0,2.0,10.0,9.0,1.5,29.0,14.0,0.0,9.0,1.0,17.3,1.0,0.8,28.0,2.76,20.0,0.0,3.0,2500000,14.73180128983843,14.926591969510216,-0.19479067967178665,3037641.559544314,-537641.5595443142,537641.5595443142
1026,1219,anthony_lozano_30,Anthony Lozano,30,88,0,1,0,1,48,3,16.0,1,1,2,1,2.7,0.8,3.5,19,28,58,0.12,6.0,4.0,1.0,4.0,1.0,12.0,11.0,3.0,9.0,17.0,0.0,30.0,8.0,16.7,0.0,2.7,34.0,2.12,20.0,5.0,5.0,2500000,14.73180128983843,14.821910480263053,-0.09010919042462362,2735734.4089569286,-235734.40895692864,235734.40895692864
1027,1256,roque_mesa_34,Roque Mesa,34,10,0,0,1,2,44,3,18.0,2,1,3,2,1.4,1.0,2.4,29,116,24,0.17,27.0,15.0,16.0,10.0,1.0,16.0,12.0,13.0,40.0,18.0,0.0,26.0,10.0,26.5,0.0,1.4,40.0,2.23,37.0,1.0,1.0,2500000,14.73180128983843,14.49746751271166,0.2343337771267695,1977744.3037480642,522255.6962519358,522255.6962519358
1028,1260,oscar_mingueza_24,Óscar Mingueza,24,10,1,0,0,3,45,3,14.3,0,0,0,0,0.4,1.4,1.8,24,69,40,0.0,37.0,21.0,27.0,9.0,1.0,10.0,6.0,12.0,49.0,25.0,0.0,5.0,0.0,12.1,0.0,0.4,24.0,1.68,23.0,1.0,0.0,2500000,14.73180128983843,15.30915617944095,-0.5773548896025211,4453301.011318893,-1953301.0113188932,1953301.0113188932
1029,1276,tete_morente_26,Tete Morente,26,10,1,0,1,5,57,3,23.0,4,0,4,4,4.2,1.1,5.3,60,63,193,0.17,33.0,21.0,18.0,13.0,2.0,23.0,20.0,25.0,58.0,28.0,0.0,46.0,14.0,16.1,0.0,4.2,53.0,2.31,32.0,3.0,2.0,2500000,14.73180128983843,15.624315106489725,-0.8925138166512951,6103147.05333137,-3603147.0533313705,3603147.0533313705
1030,1298,lucas_olaza_29,Lucas Olaza,29,25,1,0,0,3,44,3,16.6,0,1,1,0,0.4,1.0,1.4,12,66,90,0.06,24.0,14.0,12.0,10.0,2.0,20.0,12.0,14.0,38.0,34.0,0.0,5.0,2.0,26.4,2.0,0.4,29.0,1.75,20.0,0.0,1.0,2500000,14.73180128983843,15.147255074498396,-0.41545378465996663,3787645.23711817,-1287645.2371181701,1287645.2371181701
1031,1312,gabriel_paulista_32,Gabriel Paulista,32,12,1,0,0,3,53,3,16.7,1,0,1,1,0.7,0.3,0.9,12,61,1,0.06,17.0,9.0,13.0,4.0,0.0,22.0,8.0,1.31,49.0,79.0,2.0,14.0,2.0,17.4,0.0,0.7,8.0,0.48,7.0,1.0,0.0,2500000,14.73180128983843,14.921030303861734,-0.1892290140233044,3020794.1062087067,-520794.10620870674,520794.10620870674
1032,1316,ruben_pena_32,Rubén Peña,32,10,1,0,1,5,56,3,14.2,0,1,1,0,1.2,1.0,2.2,32,61,59,0.07,32.0,18.0,10.0,18.0,4.0,23.0,15.0,1.16,49.0,31.0,0.0,12.0,2.0,22.6,0.0,1.2,21.0,1.48,15.0,0.0,3.0,2500000,14.73180128983843,14.452460163524947,0.27934112631348285,1890704.678900143,609295.3210998571,609295.3210998571
1033,1327,ezequiel_ponce_26,Ezequiel Ponce,26,11,0,1,1,4,57,3,12.5,4,0,4,4,3.6,0.7,4.3,10,19,51,0.32,9.0,7.0,0.0,6.0,3.0,6.0,5.0,12.31,10.0,13.0,0.0,29.0,9.0,12.9,0.0,3.6,25.0,1.99,20.0,4.0,4.0,2500000,14.73180128983843,15.005323972629727,-0.2735226827912971,3286467.9434511615,-786467.9434511615,786467.9434511615
1034,1370,antonio_sanchez_26,Antonio Sánchez,26,10,1,0,1,5,54,3,12.0,0,0,0,0,0.6,0.8,1.4,22,34,56,0.0,19.0,8.0,13.0,4.0,2.0,18.0,18.0,22.0,41.0,14.0,1.0,12.0,5.0,22.5,0.0,0.6,18.0,1.51,12.0,3.0,0.0,2500000,14.73180128983843,14.900628502217831,-0.16882721237940146,2959788.888244826,-459788.8882448259,459788.8882448259
1035,1376,jaime_seoane_26,Jaime Seoane,26,10,0,1,1,4,51,3,3.6,0,0,0,0,0.1,0.3,0.4,6,7,7,0.0,10.0,4.0,3.0,4.0,3.0,7.0,4.0,1.0,11.0,2.0,0.0,2.0,0.0,21.7,0.0,0.1,10.0,2.76,7.0,0.0,0.0,2500000,14.73180128983843,14.80920159304234,-0.07740030320391078,2701186.26810523,-201186.26810522983,201186.26810522983
1037,1422,asier_villalibre_25,Asier Villalibre,25,10,0,1,0,1,43,3,1.1,0,0,0,0,0.3,0.2,0.5,0,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,11.6,0.0,0.3,3.0,2.73,3.0,0.0,0.0,2500000,14.73180128983843,14.611415731062568,0.12038555877586177,2216446.3566841255,283553.6433158745,283553.6433158745
1038,1431,joseba_zaldua_31,Joseba Zaldúa,31,10,1,0,0,3,48,3,7.1,0,1,1,0,0.0,0.0,0.1,13,13,20,0.14,15.0,8.0,10.0,4.0,1.0,4.0,2.0,11.0,26.0,22.0,0.0,1.0,0.0,32.7,0.0,0.0,7.0,0.99,5.0,0.0,1.0,2500000,14.73180128983843,14.3884849106533,0.34331637918512925,1773534.3307831301,726465.6692168699,726465.6692168699
1039,1410,manu_vallejo_26,Manu Vallejo,26,10,0,1,1,4,55,3,2.3,0,1,1,0,0.0,0.3,0.3,7,10,25,0.44,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,3.0,0.0,1.0,1.0,12.6,0.0,0.0,10.0,4.37,6.0,1.0,4.0,2400000,14.690979295318174,14.461822647766144,0.22915664755202947,1908489.4967875646,491510.5032124354,491510.5032124354
1040,529,samuele_birindelli_24,Samuele Birindelli,24,42,1,0,0,3,33,2,15.6,0,1,1,0,1.1,2.2,3.3,55,43,121,0.06,35.0,19.0,21.0,10.0,4.0,28.0,20.0,1.15,51.0,30.0,0.0,14.0,4.0,17.6,0.0,1.1,35.0,2.25,30.0,2.0,4.0,2300000,14.648419680899378,15.21228761828167,-0.563867937382291,4042151.340713156,-1742151.340713156,1742151.340713156
1041,652,pablo_galdames_millan_26,Pablo Galdames Millán,26,70,0,0,1,2,26,2,8.2,1,2,3,1,0.3,1.1,1.4,5,33,17,0.37,14.0,10.0,8.0,3.0,3.0,13.0,11.0,1.9,24.0,13.0,0.0,7.0,4.0,23.3,1.0,0.3,16.0,1.96,10.0,0.0,2.0,2300000,14.648419680899378,14.66077612274946,-0.012356441850082334,2328596.1255956637,-28596.125595663674,28596.125595663674
1042,900,petar_stojanovic_27,Petar Stojanović,27,64,1,0,0,3,29,2,17.0,0,1,1,0,0.3,1.0,1.3,50,91,51,0.06,42.0,22.0,28.0,10.0,4.0,17.0,12.0,11.0,53.0,55.0,0.0,10.0,2.0,25.1,1.0,0.3,49.0,2.88,34.0,2.0,3.0,2300000,14.648419680899378,15.21745047321632,-0.5690307923169424,4063074.3464555573,-1763074.3464555573,1763074.3464555573
1043,335,ben_pearson_28,Ben Pearson,28,3,0,0,1,2,12,1,3.2,0,0,0,0,0.0,0.0,0.0,2,5,4,0.0,7.0,3.0,3.0,3.0,1.0,4.0,4.0,2.0,9.0,6.0,0.0,2.0,1.0,25.2,0.0,0.0,2.0,0.63,1.0,1.0,0.0,2200000,14.603967918328545,14.890885600360868,-0.28691768203232293,2931091.9781805943,-731091.9781805943,731091.9781805943
