,#,id,Player,age,Nation_map,DF,FW,MF,Position_map,Team_map,Leag_map,90s,Gls,Ast,G+A,G-PK,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Pass,Int,Tkl+Int,Clr,Err,Sh,SoT,Dist,FK,xG,SCA,SCA90,PassLive,Sh_Sh,GCA,value,value_log,estimated_value_log,diff_log,estimated_value,diff,absolute_diff
0,179,erling_haaland_23,Erling Haaland,23,7,0,1,0,1,8,1,30.8,36,8,44,29,23.1,5.3,28.4,35,58,151,1.2,3.0,2.0,0.0,2.0,1.0,12.0,8.0,3.0,6.0,14.0,0.0,116.0,53.0,12.6,0.0,28.4,72.0,2.34,48.0,10.0,17.0,180000000,19.008467408854486,18.547624179770427,0.46084322908405895,113535279.56630693,66464720.433693066,66464720.433693066
1,1185,vinicius_junior_23,Vinicius Júnior,23,12,0,1,0,1,47,3,31.4,10,9,19,10,10.5,9.4,19.9,221,87,495,0.61,30.0,21.0,10.0,12.0,8.0,24.0,23.0,1.5,36.0,1.0,0.0,77.0,36.0,16.2,0.0,10.5,161.0,5.13,103.0,11.0,21.0,150000000,18.82614585206053,18.027954188735695,0.798191663324836,67521335.59146999,82478664.40853001,82478664.40853001
2,373,bukayo_saka_21,Bukayo Saka,21,3,0,1,0,1,20,1,35.3,14,11,25,12,9.1,8.5,17.6,179,109,520,0.65,63.0,34.0,22.0,15.0,26.0,38.0,38.0,1.13,77.0,19.0,0.0,86.0,29.0,16.3,1.0,11.2,161.0,4.56,106.0,11.0,28.0,120000000,18.60300230074632,18.31333559579152,0.2896667049547972,89821560.20200925,30178439.797990754,30178439.797990754
3,800,victor_osimhen_24,Victor Osimhen,24,17,0,1,0,1,40,2,28.5,26,4,30,24,18.9,2.8,21.8,43,28,196,0.98,10.0,6.0,1.0,2.0,7.0,6.0,5.0,1.5,16.0,29.0,0.0,132.0,52.0,12.8,1.0,21.3,80.0,2.8,54.0,11.0,9.0,120000000,18.60300230074632,18.203352711603838,0.3996495891424807,80466596.95393689,39533403.04606311,39533403.04606311
4,144,phil_foden_23,Phil Foden,23,3,0,1,0,1,8,1,20.5,11,6,17,11,5.9,4.7,10.6,68,88,275,0.83,16.0,10.0,9.0,5.0,2.0,25.0,23.0,1.4,21.0,12.0,0.0,46.0,22.0,15.3,1.0,5.9,99.0,4.83,76.0,5.0,14.0,110000000,18.51599092375669,18.20044676218767,0.31554416156901866,80233104.51641525,29766895.483584747,29766895.483584747
5,1314,pedri_20,Pedri,20,10,0,0,1,2,49,3,22.0,6,1,7,6,4.9,5.0,9.9,67,184,99,0.32,39.0,22.0,15.0,17.0,7.0,27.0,27.0,13.0,52.0,8.0,1.0,22.0,9.0,15.9,0.0,4.9,87.0,3.96,74.0,2.0,11.0,100000000,18.420680743952367,17.84169846132847,0.5789822826238975,56046847.49172886,43953152.50827114,43953152.50827114
6,1357,rodrygo_22,Rodrygo,22,12,0,1,1,4,47,3,26.4,9,8,17,8,12.9,7.0,19.9,146,81,268,0.61,17.0,10.0,3.0,7.0,7.0,23.0,23.0,1.7,25.0,5.0,0.0,97.0,31.0,16.6,8.0,13.7,133.0,5.03,78.0,9.0,21.0,100000000,18.420680743952367,18.14026722700006,0.2804135169523079,75547127.66755505,24452872.33244495,24452872.33244495
7,1411,federico_valverde_25,Federico Valverde,25,25,0,1,1,4,47,3,27.8,7,4,11,7,4.3,6.3,10.6,70,151,135,0.4,31.0,20.0,14.0,11.0,6.0,31.0,27.0,17.0,48.0,15.0,0.0,63.0,21.0,22.7,2.0,4.3,81.0,2.91,77.0,1.0,14.0,100000000,18.420680743952367,17.923213601967547,0.49746714198482067,60806886.29584045,39193113.70415955,39193113.70415955
8,219,harry_kane_30,Harry Kane,30,3,0,1,0,1,18,1,37.8,30,3,33,25,16.7,7.0,23.7,60,180,193,0.74,15.0,12.0,1.0,6.0,8.0,27.0,20.0,2.0,17.0,18.0,0.0,124.0,54.0,16.0,3.0,21.5,131.0,3.46,89.0,12.0,18.0,90000000,18.31532022829454,18.068277647808987,0.2470425804855516,70299668.96005441,19700331.039945588,19700331.039945588
9,356,declan_rice_24,Declan Rice,24,3,0,0,1,2,4,1,36.4,4,1,5,4,1.6,3.2,4.8,88,240,37,0.14,79.0,38.0,44.0,31.0,4.0,45.0,30.0,3.3,142.0,58.0,0.0,35.0,8.0,23.6,1.0,2.4,100.0,2.75,86.0,1.0,6.0,90000000,18.31532022829454,17.766554912450186,0.5487653158443528,51989634.10036162,38010365.89963838,38010365.89963838
10,475,martin_odegaard_24,Martin Ødegaard,24,7,0,0,1,2,20,1,34.7,15,7,22,15,10.0,8.1,18.1,83,266,193,0.63,36.0,23.0,12.0,14.0,10.0,20.0,15.0,6.0,42.0,12.0,1.0,93.0,31.0,19.2,9.0,10.0,163.0,4.69,123.0,12.0,17.0,90000000,18.31532022829454,18.223154459809194,0.0921657684853443,82075856.74085145,7924143.259148553,7924143.259148553
11,722,rafael_leao_24,Rafael Leão,24,31,0,1,1,4,24,2,26.9,15,8,23,15,10.8,7.0,17.9,136,122,235,0.86,8.0,7.0,2.0,3.0,3.0,9.0,7.0,15.0,23.0,8.0,0.0,92.0,29.0,17.9,0.0,10.8,123.0,4.57,80.0,8.0,18.0,90000000,18.31532022829454,18.21065646412588,0.10466376416865941,81056456.53642642,8943543.463573575,8943543.463573575
12,1132,gavi_19,Gavi,19,10,0,1,1,4,49,3,28.1,2,4,6,2,3.2,3.7,6.9,49,134,153,0.21,47.0,31.0,7.0,30.0,10.0,32.0,27.0,18.0,65.0,22.0,0.0,28.0,8.0,16.6,0.0,3.2,72.0,2.56,59.0,4.0,7.0,90000000,18.31532022829454,17.95453763027059,0.36078259802394896,62741748.55954264,27258251.44045736,27258251.44045736
13,714,khvicha_kvaratskhelia_22,Khvicha Kvaratskhelia,22,75,0,1,0,1,40,2,28.0,12,10,22,10,6.6,7.7,14.2,139,91,291,0.71,43.0,23.0,12.0,8.0,23.0,20.0,20.0,5.0,48.0,6.0,1.0,83.0,30.0,19.1,3.0,8.2,136.0,4.86,90.0,13.0,24.0,85000000,18.258161814454592,18.071826678942376,0.18633513551221625,70549607.93211253,14450392.06788747,14450392.06788747
14,754,lautaro_martinez_26,Lautaro Martínez,26,11,0,1,0,1,23,2,28.6,21,6,27,20,16.5,5.4,21.9,49,83,172,0.91,25.0,14.0,3.0,15.0,7.0,31.0,30.0,13.0,38.0,16.0,1.0,125.0,51.0,15.1,0.0,18.1,94.0,3.28,65.0,13.0,16.0,85000000,18.258161814454592,18.15299420418613,0.10516761026846311,76514758.68575564,8485241.31424436,8485241.31424436
15,1040,eduardo_camavinga_20,Eduardo Camavinga,20,5,1,0,1,5,47,3,22.3,0,1,1,0,0.8,1.5,2.3,69,165,99,0.04,68.0,48.0,32.0,21.0,15.0,24.0,19.0,17.0,85.0,25.0,0.0,18.0,3.0,23.2,0.0,0.8,72.0,3.23,55.0,3.0,5.0,85000000,18.258161814454592,17.955067397560267,0.30309441689432504,62774995.89152354,22225004.10847646,22225004.10847646
16,1392,aurelien_tchouameni_23,Aurélien Tchouaméni,23,5,0,0,1,2,47,3,23.5,0,4,4,0,1.8,2.2,4.0,41,142,23,0.17,64.0,40.0,23.0,36.0,5.0,20.0,14.0,2.17,113.0,50.0,0.0,38.0,6.0,22.1,0.0,1.8,63.0,2.67,53.0,3.0,12.0,85000000,18.258161814454592,17.62664632635495,0.631515488099641,45201748.43998858,39798251.56001142,39798251.56001142
17,109,ruben_dias_26,Rúben Dias,26,31,1,0,0,3,8,1,22.2,0,0,0,0,1.3,0.6,1.9,14,98,2,0.0,21.0,13.0,10.0,10.0,1.0,21.0,8.0,1.17,39.0,56.0,1.0,10.0,2.0,9.1,0.0,1.3,15.0,0.68,11.0,3.0,1.0,80000000,18.197537192638155,17.88156595709095,0.31597123554720596,58326433.717229925,21673566.282770075,21673566.282770075
18,141,enzo_fernandez_22,Enzo Fernández,22,11,0,0,1,2,14,1,17.2,0,2,2,0,0.8,2.4,3.2,22,168,18,0.12,45.0,27.0,25.0,17.0,3.0,32.0,30.0,16.0,61.0,12.0,1.0,20.0,3.0,25.7,2.0,0.8,59.0,3.43,49.0,2.0,6.0,80000000,18.197537192638155,17.58182465419965,0.6157125384385047,43220464.40816487,36779535.59183513,36779535.59183513
19,272,martinelli_22,Martinelli,22,12,0,1,0,1,20,1,31.0,15,5,20,15,9.3,9.1,18.4,124,94,350,0.65,31.0,18.0,13.0,12.0,6.0,24.0,23.0,1.8,40.0,14.0,0.0,79.0,30.0,15.4,2.0,9.3,127.0,4.1,89.0,12.0,17.0,80000000,18.197537192638155,18.269708720698475,-0.0721715280603199,85987175.47364673,-5987175.47364673,5987175.47364673
20,351,marcus_rashford_25,Marcus Rashford,25,3,0,1,0,1,13,1,32.0,17,5,22,17,15.4,3.4,18.8,85,88,245,0.69,20.0,10.0,7.0,8.0,5.0,31.0,27.0,7.0,27.0,14.0,0.0,108.0,49.0,16.4,7.0,15.4,98.0,3.06,61.0,14.0,14.0,80000000,18.197537192638155,18.283644087443086,-0.0861068948049315,87193826.333325,-7193826.333324999,7193826.333324999
21,393,bernardo_silva_29,Bernardo Silva,29,31,0,1,1,4,8,1,24.5,4,5,9,4,2.2,3.3,5.4,90,130,188,0.37,44.0,23.0,11.0,25.0,8.0,23.0,17.0,1.15,60.0,6.0,0.0,25.0,9.0,18.1,0.0,2.2,75.0,3.06,65.0,1.0,12.0,80000000,18.197537192638155,17.692169170046416,0.505368022591739,48262681.00844931,31737318.99155069,31737318.99155069
22,62,moises_caicedo_21,Moisés Caicedo,21,29,0,0,1,2,19,1,34.9,1,1,2,1,1.7,2.7,4.3,38,219,61,0.06,100.0,50.0,41.0,47.0,12.0,43.0,36.0,2.24,156.0,31.0,3.0,28.0,8.0,23.9,0.0,1.7,88.0,2.52,81.0,3.0,5.0,75000000,18.132998671500584,17.946330645617955,0.18666802588262854,62228935.19609499,12771064.80390501,12771064.80390501
23,110,luis_diaz_26,Luis Díaz,26,35,0,1,0,1,10,1,11.1,4,2,6,4,2.5,1.5,4.0,39,49,116,0.54,17.0,11.0,4.0,8.0,5.0,8.0,8.0,1.5,23.0,2.0,0.0,27.0,8.0,15.1,0.0,2.5,41.0,3.7,29.0,3.0,6.0,75000000,18.132998671500584,17.437045807562956,0.6959528639376273,37394934.3327568,37605065.6672432,37605065.6672432
24,140,bruno_fernandes_28,Bruno Fernandes,28,31,0,1,1,4,13,1,36.8,8,8,16,6,7.7,16.7,24.4,89,263,231,0.38,68.0,42.0,24.0,25.0,19.0,37.0,32.0,1.24,93.0,40.0,1.0,90.0,32.0,20.8,6.0,9.3,219.0,5.94,164.0,12.0,18.0,75000000,18.132998671500584,18.01161676239535,0.12138190910523505,66427172.982298695,8572827.017701305,8572827.017701305
25,171,jack_grealish_27,Jack Grealish,27,3,0,1,0,1,8,1,22.8,5,7,12,5,4.6,7.0,11.7,143,100,310,0.53,25.0,16.0,10.0,12.0,3.0,17.0,14.0,1.6,32.0,9.0,0.0,41.0,15.0,15.4,0.0,4.6,104.0,4.55,71.0,6.0,20.0,75000000,18.132998671500584,17.743714049399713,0.38928462210087034,50815604.94833563,24184395.051664367,24184395.051664367
26,206,gabriel_jesus_26,Gabriel Jesus,26,12,0,1,0,1,20,1,22.9,11,6,17,10,13.2,3.9,17.1,44,64,194,0.7,33.0,25.0,16.0,8.0,9.0,27.0,24.0,11.0,44.0,15.0,1.0,76.0,31.0,10.6,0.0,14.0,83.0,3.62,43.0,11.0,12.0,75000000,18.132998671500584,17.73638196320427,0.3966167082963139,50444383.13101834,24555616.86898166,24555616.86898166
27,510,nicolo_barella_26,Nicolò Barella,26,42,0,0,1,2,23,2,29.0,6,6,12,6,3.2,5.6,8.8,76,214,162,0.41,49.0,25.0,17.0,26.0,6.0,29.0,24.0,1.11,61.0,12.0,0.0,33.0,13.0,20.6,1.0,3.2,121.0,4.17,103.0,2.0,13.0,75000000,18.132998671500584,17.50043203831439,0.6325666331861939,39841993.947623104,35158006.052376896,35158006.052376896
28,1178,frenkie_de_jong_26,Frenkie de Jong,26,9,0,0,1,2,49,3,28.2,2,4,6,2,2.4,4.3,6.7,92,279,83,0.21,46.0,26.0,16.0,21.0,9.0,11.0,10.0,35.0,81.0,22.0,1.0,18.0,10.0,17.8,0.0,2.4,110.0,3.91,94.0,2.0,11.0,75000000,18.132998671500584,17.72516763937113,0.4078310321294545,49881843.628550164,25118156.371449836,25118156.371449836
29,103,kevin_de_bruyne_32,Kevin De Bruyne,32,32,0,0,1,2,8,1,26.9,7,16,23,7,5.6,13.7,19.3,100,246,245,0.86,28.0,12.0,3.0,12.0,13.0,27.0,25.0,1.8,37.0,10.0,0.0,65.0,21.0,23.0,7.0,5.6,176.0,6.55,120.0,7.0,31.0,70000000,18.064005800013632,17.811832995461415,0.2521728045522167,54397730.677091576,15602269.322908424,15602269.322908424
30,177,bruno_guimaraes_25,Bruno Guimarães,25,12,0,0,1,2,11,1,30.3,4,5,9,4,2.8,4.0,6.8,41,222,42,0.3,78.0,40.0,27.0,46.0,5.0,28.0,24.0,2.4,114.0,22.0,1.0,28.0,8.0,19.7,0.0,2.8,110.0,3.63,92.0,1.0,12.0,70000000,18.064005800013632,17.800303169543465,0.26370263047016707,53774136.188213706,16225863.811786294,16225863.811786294
31,198,alexander_isak_23,Alexander Isak,23,37,0,1,0,1,11,1,16.9,10,1,11,8,6.7,2.2,8.9,41,48,122,0.53,18.0,8.0,4.0,7.0,7.0,21.0,19.0,1.3,22.0,8.0,0.0,49.0,23.0,15.0,0.0,8.2,49.0,2.9,29.0,11.0,5.0,70000000,18.064005800013632,17.571417384312625,0.4925884157010074,42772989.90326679,27227010.096733212,27227010.096733212
32,938,dusan_vlahovic_23,Dušan Vlahović,23,47,0,1,0,1,37,2,21.4,10,2,12,8,7.3,2.4,9.8,22,40,117,0.47,11.0,6.0,0.0,7.0,4.0,10.0,7.0,3.0,14.0,8.0,1.0,65.0,20.0,15.5,4.0,9.7,45.0,2.1,27.0,11.0,7.0,70000000,18.064005800013632,17.222796158461364,0.8412096415522683,30183203.691238288,39816796.308761716,39816796.308761716
33,997,ronald_araujo_24,Ronald Araújo,24,25,1,0,0,3,49,3,20.0,0,2,2,0,2.1,0.8,2.9,29,79,11,0.1,26.0,18.0,12.0,13.0,1.0,15.0,8.0,12.0,38.0,41.0,1.0,18.0,1.0,13.1,0.0,2.1,18.0,0.9,15.0,3.0,6.0,70000000,18.064005800013632,17.245378390660104,0.8186274093535282,30872562.136710737,39127437.86328927,39127437.86328927
34,1257,eder_militao_25,Éder Militão,25,12,1,0,0,3,47,3,30.0,5,0,5,5,2.4,0.6,2.9,28,98,16,0.17,46.0,32.0,25.0,18.0,3.0,67.0,28.0,2.1,88.0,104.0,2.0,22.0,8.0,13.8,0.0,2.4,22.0,0.73,19.0,0.0,4.0,70000000,18.064005800013632,16.920007134819087,1.1439986651945446,22297990.82458524,47702009.175414756,47702009.175414756
35,13,trent_alexander_arnold_24,Trent Alexander-Arnold,24,3,1,0,0,3,10,1,32.5,2,9,11,2,2.4,11.5,13.8,43,235,139,0.34,57.0,40.0,32.0,16.0,9.0,25.0,18.0,2.11,100.0,41.0,2.0,40.0,8.0,23.8,5.0,2.4,124.0,3.82,81.0,5.0,17.0,65000000,17.98989782785991,17.77028173394279,0.2196160939171179,52183751.68222958,12816248.317770422,12816248.317770422
36,202,reece_james_23,Reece James,23,3,1,0,1,5,14,1,13.8,1,1,2,1,1.0,3.0,4.0,52,90,115,0.14,31.0,20.0,10.0,18.0,3.0,17.0,15.0,12.0,43.0,23.0,0.0,16.0,4.0,22.4,2.0,1.0,47.0,3.4,36.0,2.0,3.0,65000000,17.98989782785991,17.51349273935121,0.4764050885086988,40365771.32358481,24634228.67641519,24634228.67641519
37,261,alexis_mac_allister_24,Alexis Mac Allister,24,11,0,0,1,2,19,1,32.1,10,2,12,4,7.3,4.3,11.6,69,174,77,0.19,70.0,39.0,22.0,40.0,8.0,26.0,24.0,1.21,92.0,10.0,1.0,80.0,28.0,22.5,8.0,12.1,106.0,3.31,76.0,8.0,8.0,65000000,17.98989782785991,17.9536626261976,0.03623520166231131,62686873.28555175,2313126.714448251,2313126.714448251
38,317,darwin_nunez_24,Darwin Núñez,24,25,0,1,0,1,10,1,18.8,9,3,12,9,12.1,5.4,17.5,61,29,181,0.64,11.0,5.0,2.0,4.0,5.0,10.0,10.0,1.2,14.0,13.0,0.0,84.0,35.0,15.1,0.0,12.1,54.0,2.87,35.0,7.0,3.0,65000000,17.98989782785991,17.89979101475623,0.09010681310368085,59399182.09277844,5600817.907221563,5600817.907221563
39,374,mohamed_salah_31,Mohamed Salah,31,38,0,1,0,1,10,1,36.6,19,12,31,17,18.5,7.7,26.2,120,149,421,0.79,21.0,12.0,4.0,5.0,12.0,21.0,21.0,6.0,27.0,4.0,0.0,121.0,45.0,15.1,2.0,21.7,140.0,3.83,106.0,12.0,24.0,65000000,17.98989782785991,17.53372991798055,0.4561679098793583,41190982.457814306,23809017.542185694,23809017.542185694
40,375,william_saliba_22,William Saliba,22,5,1,0,0,3,20,1,26.8,2,1,3,2,0.9,1.2,2.1,13,99,2,0.11,34.0,20.0,23.0,9.0,2.0,13.0,3.0,19.0,53.0,85.0,4.0,6.0,3.0,13.8,0.0,0.9,14.0,0.52,11.0,0.0,2.0,65000000,17.98989782785991,17.667945902429157,0.3219519254307528,47107646.99684535,17892353.00315465,17892353.00315465
41,16,julian_alvarez_23,Julián Álvarez,23,11,0,1,1,4,8,1,16.3,9,0,9,8,6.2,1.8,8.0,38,37,99,0.49,26.0,16.0,3.0,13.0,10.0,13.0,13.0,2.0,28.0,6.0,0.0,46.0,20.0,16.0,0.0,7.0,52.0,3.2,39.0,5.0,5.0,60000000,17.909855120186375,17.550664037932926,0.3591910822534494,41894455.02933753,18105544.970662467,18105544.970662467
42,22,antony_23,Antony,23,12,0,1,0,1,13,1,20.0,4,2,6,4,6.6,2.9,9.4,95,74,168,0.3,22.0,9.0,9.0,9.0,4.0,18.0,18.0,1.1,33.0,6.0,0.0,72.0,24.0,19.6,0.0,6.6,74.0,3.69,61.0,3.0,7.0,60000000,17.909855120186375,17.73707141253795,0.1727837076484242,50479173.96923795,9520826.030762047,9520826.030762047
43,262,james_maddison_26,James Maddison,26,3,0,1,1,4,9,1,27.6,10,9,19,9,6.6,9.3,16.0,77,151,155,0.65,51.0,26.0,25.0,19.0,7.0,19.0,18.0,1.12,64.0,6.0,1.0,83.0,27.0,21.1,13.0,8.7,138.0,5.01,76.0,7.0,13.0,60000000,17.909855120186375,18.018204194253308,-0.10834907406693262,66866201.90678824,-6866201.906788237,6866201.906788237
44,301,mason_mount_24,Mason Mount,24,3,0,1,1,4,14,1,18.3,3,2,5,3,2.0,3.0,5.0,48,98,114,0.27,33.0,19.0,6.0,16.0,11.0,24.0,18.0,8.0,41.0,9.0,0.0,33.0,9.0,19.7,2.0,2.0,57.0,3.11,42.0,2.0,7.0,60000000,17.909855120186375,17.39705443048887,0.5128006896975066,35928967.79619902,24071032.203800976,24071032.203800976
45,365,cristian_romero_25,Cristian Romero,25,11,1,0,0,3,18,1,26.3,0,1,1,0,1.5,1.2,2.6,19,92,9,0.04,68.0,36.0,42.0,24.0,2.0,40.0,22.0,2.12,112.0,102.0,3.0,11.0,2.0,12.3,0.0,1.5,24.0,0.91,22.0,0.0,4.0,60000000,17.909855120186375,17.277032511857247,0.6328226083291284,31865437.35416414,28134562.64583586,28134562.64583586
46,515,alessandro_bastoni_24,Alessandro Bastoni,24,42,1,0,0,3,23,2,24.0,0,2,2,0,1.0,2.7,3.7,47,141,44,0.08,41.0,20.0,20.0,14.0,7.0,27.0,14.0,24.0,65.0,45.0,0.0,12.0,3.0,13.1,0.0,1.0,52.0,2.17,43.0,2.0,5.0,60000000,17.909855120186375,17.44999705077812,0.4598580694082557,37882395.019618414,22117604.980381586,22117604.980381586
47,678,theo_hernandez_25,Theo Hernández,25,5,1,0,0,3,24,2,30.8,4,3,7,3,3.3,3.3,6.6,108,128,146,0.19,43.0,24.0,27.0,15.0,1.0,34.0,27.0,1.2,64.0,35.0,1.0,51.0,11.0,23.1,5.0,4.1,87.0,2.82,51.0,7.0,8.0,60000000,17.909855120186375,17.39679014895678,0.5130649712295963,35919473.68815741,24080526.31184259,24080526.31184259
48,768,kim_min_jae_26,Kim Min-jae,26,43,1,0,0,3,40,2,33.9,2,2,4,2,1.0,1.9,2.9,42,169,8,0.12,55.0,30.0,32.0,22.0,1.0,36.0,10.0,41.0,96.0,123.0,1.0,8.0,3.0,6.6,0.0,1.0,37.0,1.09,34.0,1.0,3.0,60000000,17.909855120186375,17.572379442240155,0.3374756779462196,42814159.798023805,17185840.201976195,17185840.201976195
49,1079,ousmane_dembele_26,Ousmane Dembélé,26,5,0,1,0,1,49,3,15.7,5,7,12,5,3.9,4.9,8.8,124,74,209,0.77,19.0,12.0,4.0,8.0,7.0,10.0,9.0,0.0,19.0,2.0,0.0,49.0,16.0,16.7,0.0,3.9,86.0,5.48,52.0,3.0,12.0,60000000,17.909855120186375,17.848642729472544,0.061212390713830445,56437406.332512274,3562593.6674877256,3562593.6674877256
50,1196,jules_kounde_24,Jules Koundé,24,5,1,0,0,3,49,3,27.0,1,3,4,1,1.1,2.8,3.9,58,185,61,0.15,37.0,23.0,18.0,13.0,6.0,24.0,15.0,19.0,56.0,61.0,3.0,14.0,1.0,14.3,0.0,1.1,41.0,1.52,39.0,1.0,7.0,60000000,17.909855120186375,17.639112284100243,0.27074283608613214,45768758.344043255,14231241.655956745,14231241.655956745
51,1341,raphinha_26,Raphinha,26,12,0,1,0,1,49,3,23.0,7,7,14,7,9.3,9.8,19.1,97,104,339,0.61,29.0,19.0,10.0,7.0,12.0,33.0,32.0,1.13,43.0,11.0,1.0,79.0,25.0,18.5,11.0,9.3,117.0,5.08,77.0,9.0,15.0,60000000,17.909855120186375,17.92132639820659,-0.011471278020213305,60692239.526264705,-692239.5262647048,692239.5262647048
52,116,gabriel_dos_santos_25,Gabriel Dos Santos,25,12,1,0,0,3,20,1,37.9,3,0,3,3,5.1,0.3,5.3,18,153,16,0.08,48.0,30.0,29.0,15.0,4.0,49.0,23.0,1.31,80.0,125.0,2.0,32.0,9.0,11.9,0.0,5.1,24.0,0.63,21.0,2.0,2.0,55000000,17.822843743196746,17.423049474456796,0.3997942687399494,36875188.13055476,18124811.869445242,18124811.869445242
53,145,wesley_fofana_22,Wesley Fofana,22,5,1,0,0,3,9,1,2.0,0,0,0,0,0.1,0.0,0.1,3,6,1,0.0,4.0,2.0,1.0,2.0,1.0,1.0,0.0,9.0,13.0,5.0,0.0,2.0,1.0,10.1,0.0,0.1,2.0,1.0,1.0,0.0,0.0,55000000,17.822843743196746,16.711276032198082,1.1115677109986635,18097349.195041247,36902650.80495875,36902650.80495875
54,152,cody_gakpo_24,Cody Gakpo,24,9,0,1,1,4,10,1,16.2,7,2,9,7,6.2,2.7,8.9,36,50,109,0.56,26.0,15.0,4.0,13.0,9.0,13.0,12.0,1.3,30.0,2.0,0.0,39.0,12.0,14.8,0.0,6.2,49.0,3.02,37.0,4.0,6.0,55000000,17.822843743196746,17.43584160507455,0.3870021381221953,37349930.36216457,17650069.637835428,17650069.637835428
55,182,kai_havertz_24,Kai Havertz,24,24,0,1,1,4,14,1,28.5,7,1,8,6,10.8,3.7,14.6,59,89,218,0.25,34.0,16.0,4.0,20.0,10.0,28.0,28.0,1.6,41.0,41.0,0.0,70.0,31.0,12.7,1.0,11.6,63.0,2.21,54.0,5.0,4.0,55000000,17.822843743196746,17.69313592610951,0.12970781708723678,48309361.808772996,6690638.191227004,6690638.191227004
56,409,raheem_sterling_28,Raheem Sterling,28,3,0,1,1,4,14,1,21.0,6,3,9,6,6.2,4.6,10.8,81,59,186,0.43,18.0,10.0,5.0,4.0,9.0,17.0,17.0,1.1,20.0,5.0,0.0,42.0,16.0,13.6,0.0,6.2,68.0,3.23,53.0,3.0,4.0,55000000,17.822843743196746,17.20128140289348,0.6215623403032673,29540755.283234604,25459244.716765396,25459244.716765396
57,454,ben_white_25,Ben White,25,3,1,0,0,3,20,1,33.9,2,5,7,2,1.3,3.2,4.5,64,249,124,0.21,60.0,31.0,23.0,30.0,7.0,47.0,36.0,1.21,82.0,79.0,1.0,10.0,2.0,16.7,0.0,1.3,64.0,1.89,56.0,0.0,13.0,55000000,17.822843743196746,17.534578800292593,0.28826494290415283,41225963.599573985,13774036.400426015,13774036.400426015
58,66,joao_cancelo_29,João Cancelo,29,31,1,0,0,3,8,1,14.2,2,1,3,2,0.8,0.9,1.7,72,106,125,0.21,29.0,21.0,16.0,9.0,4.0,7.0,6.0,19.0,48.0,9.0,1.0,17.0,3.0,22.7,0.0,0.8,39.0,2.76,30.0,5.0,6.0,50000000,17.72753356339242,17.16600920775148,0.561524355640941,28516950.070047893,21483049.929952107,21483049.929952107
59,138,joao_felix_23,João Félix,23,31,0,1,1,4,14,1,10.5,4,0,4,4,4.9,0.5,5.4,34,47,79,0.38,14.0,7.0,5.0,6.0,3.0,3.0,3.0,12.31,15.0,1.0,1.0,46.0,16.0,18.0,3.0,4.9,31.0,2.96,13.0,4.0,1.0,50000000,17.72753356339242,17.60517944746387,0.12235411592855172,44241748.9428808,5758251.057119198,5758251.057119198
60,189,son_heung_min_31,Son Heung-min,31,43,0,1,1,4,18,1,32.1,10,6,16,10,10.1,6.5,16.6,82,79,196,0.5,24.0,12.0,7.0,8.0,9.0,23.0,21.0,1.12,37.0,6.0,0.0,81.0,38.0,18.3,5.0,10.1,122.0,3.8,74.0,10.0,13.0,50000000,17.72753356339242,17.039785012158518,0.6877485512339021,25135330.704619884,24864669.295380116,24864669.295380116
61,214,diogo_jota_26,Diogo Jota,26,31,0,1,0,1,10,1,12.6,7,4,11,7,6.5,2.1,8.6,34,30,104,0.88,23.0,15.0,8.0,8.0,7.0,5.0,5.0,1.2,26.0,11.0,0.0,35.0,11.0,11.7,0.0,6.5,33.0,2.63,23.0,5.0,5.0,50000000,17.72753356339242,17.59167871190802,0.13585485148439957,43648466.674809344,6351533.325190656,6351533.325190656
62,236,dejan_kulusevski_23,Dejan Kulusevski,23,37,0,1,1,4,18,1,23.0,2,7,9,2,2.6,4.7,7.2,87,67,195,0.39,38.0,15.0,23.0,7.0,8.0,19.0,19.0,1.12,51.0,7.0,0.0,43.0,10.0,17.6,0.0,2.6,97.0,4.22,71.0,5.0,11.0,50000000,17.72753356339242,17.519585948608178,0.20794761478424206,40612479.27336252,9387520.726637483,9387520.726637483
63,274,lisandro_martinez_25,Lisandro Martínez,25,11,1,0,0,3,13,1,23.5,1,0,1,1,0.5,0.3,0.8,12,83,2,0.04,54.0,28.0,33.0,18.0,3.0,51.0,24.0,33.0,87.0,103.0,0.0,10.0,1.0,14.8,0.0,0.5,18.0,0.77,16.0,1.0,1.0,50000000,17.72753356339242,17.46299886170848,0.2645347016839388,38378150.6338173,11621849.3661827,11621849.3661827
64,304,mykhailo_mudryk_22,Mykhailo Mudryk,22,50,0,1,1,4,14,1,7.3,0,2,2,0,1.9,0.9,2.8,25,20,43,0.27,11.0,9.0,2.0,4.0,5.0,7.0,6.0,12.3,11.0,3.0,0.0,14.0,5.0,18.4,0.0,1.9,21.0,2.88,13.0,1.0,2.0,50000000,17.72753356339242,17.18814973320414,0.5393838301882816,29155371.74511427,20844628.25488573,20844628.25488573
